Date,Open,High,Low,Close,Volume,OpenInt,Stock
2018/7/26,48.6525,48.990002,48.4025,48.552502,76304000,0,AAPL
2018/7/27,48.747501,48.797501,47.525002,47.744999,96096000,0,AAPL
2018/7/30,47.974998,48.049999,47.267502,47.477501,84118000,0,AAPL
2018/7/31,47.575001,48.035,47.334999,47.572498,157492000,0,AAPL
2018/8/1,49.782501,50.439999,49.327499,50.375,271742800,0,AAPL
2018/8/2,50.145,52.095001,50.087502,51.8475,249616000,0,AAPL
2018/8/3,51.7575,52.185001,51.369999,51.997501,133789600,0,AAPL
2018/8/6,52,52.3125,51.767502,52.267502,101701600,0,AAPL
2018/8/7,52.330002,52.375,51.689999,51.7775,102349600,0,AAPL
2018/8/8,51.512501,51.952499,51.130001,51.8125,90102000,0,AAPL
2018/8/9,52.3825,52.445,51.799999,52.220001,93970400,0,AAPL
2018/8/10,51.84,52.275002,51.6675,51.8825,98444800,0,AAPL
2018/8/13,52.327499,52.737499,51.924999,52.217499,103563600,0,AAPL
2018/8/14,52.540001,52.639999,52.064999,52.4375,82992000,0,AAPL
2018/8/15,52.305,52.685001,52.0825,52.560001,115230400,0,AAPL
2018/8/16,52.9375,53.452499,52.8675,53.330002,114001600,0,AAPL
2018/8/17,53.360001,54.487499,53.290001,54.395,141708000,0,AAPL
2018/8/20,54.525002,54.794998,53.7775,53.865002,121150800,0,AAPL
2018/8/21,54.200001,54.297501,53.5075,53.759998,104639200,0,AAPL
2018/8/22,53.525002,54.09,53.459999,53.762501,76072400,0,AAPL
2018/8/23,53.662498,54.262501,53.650002,53.872501,75532800,0,AAPL
2018/8/24,54.150002,54.224998,53.7775,54.040001,73905600,0,AAPL
2018/8/27,54.287498,54.685001,54.0825,54.485001,82100400,0,AAPL
2018/8/28,54.752499,55.134998,54.73,54.924999,91107200,0,AAPL
2018/8/29,55.037498,55.872501,54.852501,55.744999,109019200,0,AAPL
2018/8/30,55.8125,57.064999,55.599998,56.2575,195175200,0,AAPL
2018/8/31,56.627499,57.217499,56.5,56.907501,173360400,0,AAPL
2018/9/4,57.102501,57.294998,56.657501,57.09,109560400,0,AAPL
2018/9/5,57.247501,57.4175,56.275002,56.717499,133332000,0,AAPL
2018/9/6,56.557499,56.837502,55.325001,55.775002,137160000,0,AAPL
2018/9/7,55.462502,56.342499,55.177502,55.325001,150479200,0,AAPL
2018/9/10,55.237499,55.462502,54.1175,54.5825,158066000,0,AAPL
2018/9/11,54.502499,56.075001,54.139999,55.962502,142996000,0,AAPL
2018/9/12,56.235001,56.25,54.959999,55.267502,197114800,0,AAPL
2018/9/13,55.880001,57.087502,55.642502,56.602501,166825600,0,AAPL
2018/9/14,56.4375,56.709999,55.630001,55.959999,127997200,0,AAPL
2018/9/17,55.537498,55.737499,54.317501,54.470001,148780400,0,AAPL
2018/9/18,54.447498,55.462502,54.279999,54.560001,126286800,0,AAPL
2018/9/19,54.625,54.904999,53.825001,54.592499,108495200,0,AAPL
2018/9/20,55.060001,55.57,54.787498,55.0075,106435200,0,AAPL
2018/9/21,55.195,55.34,54.322498,54.415001,384986800,0,AAPL
2018/9/24,54.205002,55.314999,54.157501,55.197498,110773600,0,AAPL
2018/9/25,54.9375,55.705002,54.924999,55.547501,98217600,0,AAPL
2018/9/26,55.25,55.9375,54.939999,55.105,95938800,0,AAPL
2018/9/27,55.955002,56.610001,55.884998,56.237499,120724800,0,AAPL
2018/9/28,56.197498,56.459999,56.005001,56.435001,91717600,0,AAPL
2018/10/1,56.987499,57.355,56.587502,56.814999,94403200,0,AAPL
2018/10/2,56.8125,57.5,56.657501,57.32,99152800,0,AAPL
2018/10/3,57.512501,58.3675,57.445,58.017502,114619200,0,AAPL
2018/10/4,57.695,58.087502,56.682499,56.997501,128168000,0,AAPL
2018/10/5,56.990002,57.102501,55.145,56.072498,134322000,0,AAPL
2018/10/8,55.552502,56.200001,55.049999,55.942501,118655600,0,AAPL
2018/10/9,55.91,56.817501,55.5625,56.717499,107564000,0,AAPL
2018/10/10,56.365002,56.587502,54.012501,54.09,167962400,0,AAPL
2018/10/11,53.630001,54.875,53.080002,53.612499,212497600,0,AAPL
2018/10/12,55.105,55.720001,54.209999,55.5275,161351600,0,AAPL
2018/10/15,55.290001,55.4575,54.317501,54.34,123164000,0,AAPL
2018/10/16,54.732498,55.747501,54.189999,55.537498,116736000,0,AAPL
2018/10/17,55.575001,55.66,54.834999,55.297501,91541600,0,AAPL
2018/10/18,54.465,54.935001,53.25,54.005001,130325200,0,AAPL
2018/10/19,54.514999,55.314999,54.357498,54.827499,132314800,0,AAPL
2018/10/22,54.947498,55.84,54.735001,55.162498,115168400,0,AAPL
2018/10/23,53.9575,55.8125,53.674999,55.682499,155071200,0,AAPL
2018/10/24,55.650002,56.057499,53.634998,53.772499,163702000,0,AAPL
2018/10/25,54.427502,55.345001,54.1875,54.950001,119423200,0,AAPL
2018/10/26,53.974998,55.047501,53.1675,54.075001,189033600,0,AAPL
2018/10/29,54.797501,54.922501,51.522499,53.060001,183742000,0,AAPL
2018/10/30,52.787498,53.794998,52.317501,53.325001,146640000,0,AAPL
2018/10/31,54.220001,55.112499,54.154999,54.715,153435600,0,AAPL
2018/11/1,54.762501,55.59,54.202499,55.555,233292800,0,AAPL
2018/11/2,52.387501,53.412498,51.357498,51.869999,365314800,0,AAPL
2018/11/5,51.075001,51.0975,49.5425,50.397499,264654800,0,AAPL
2018/11/6,50.48,51.18,50.422501,50.942501,127531600,0,AAPL
2018/11/7,51.4925,52.514999,51.032501,52.487499,133697600,0,AAPL
2018/11/8,52.494999,52.529999,51.6875,52.122501,101450400,0,AAPL
2018/11/9,51.387501,51.502499,50.5625,51.1175,137463200,0,AAPL
2018/11/12,49.75,49.962502,48.447498,48.5425,204542000,0,AAPL
2018/11/13,47.907501,49.294998,47.862499,48.057499,187531600,0,AAPL
2018/11/14,48.474998,48.619999,46.482498,46.700001,243204000,0,AAPL
2018/11/15,47.0975,47.9925,46.724998,47.852501,185915200,0,AAPL
2018/11/16,47.625,48.7425,47.365002,48.3825,147713200,0,AAPL
2018/11/19,47.5,47.674999,46.247501,46.465,167701200,0,AAPL
2018/11/20,44.592499,45.3675,43.877499,44.244999,271300800,0,AAPL
2018/11/21,44.932499,45.067501,44.137501,44.195,124496800,0,AAPL
2018/11/23,43.735001,44.150002,43.025002,43.072498,94496000,0,AAPL
2018/11/26,43.560001,43.737499,42.564999,43.654999,179994000,0,AAPL
2018/11/27,42.877499,43.692501,42.720001,43.560001,165549600,0,AAPL
2018/11/28,44.182499,45.322498,43.732498,45.235001,184250000,0,AAPL
2018/11/29,45.665001,45.700001,44.424999,44.887501,167080000,0,AAPL
2018/11/30,45.072498,45.0825,44.2575,44.645,158126000,0,AAPL
2018/12/3,46.115002,46.235001,45.302502,46.205002,163210000,0,AAPL
2018/12/4,45.237499,45.5975,44.067501,44.172501,165377200,0,AAPL
2018/12/6,42.939999,43.695,42.605,43.68,172393600,0,AAPL
2018/12/7,43.372501,43.622501,42.075001,42.122501,169126400,0,AAPL
2018/12/10,41.25,42.522499,40.8325,42.400002,248104000,0,AAPL
2018/12/11,42.915001,42.947498,41.75,42.157501,189126800,0,AAPL
2018/12/12,42.599998,42.98,42.255001,42.275002,142510800,0,AAPL
2018/12/13,42.622501,43.142502,42.387501,42.737499,127594400,0,AAPL
2018/12/14,42.25,42.27,41.32,41.369999,162814800,0,AAPL
2018/12/17,41.362499,42.087502,40.682499,40.985001,177151600,0,AAPL
2018/12/18,41.345001,41.8825,41.0975,41.517502,135366000,0,AAPL
2018/12/19,41.5,41.862499,39.772499,40.2225,196189200,0,AAPL
2018/12/20,40.099998,40.5275,38.825001,39.2075,259092000,0,AAPL
2018/12/21,39.215,39.540001,37.407501,37.682499,382978400,0,AAPL
2018/12/24,37.037498,37.887501,36.647499,36.7075,148676800,0,AAPL
2018/12/26,37.075001,39.307499,36.68,39.2925,234330000,0,AAPL
2018/12/27,38.959999,39.192501,37.517502,39.037498,212468400,0,AAPL
2018/12/28,39.375,39.630001,38.637501,39.057499,169165600,0,AAPL
2018/12/31,39.6325,39.84,39.119999,39.435001,140014000,0,AAPL
2019/1/2,38.7225,39.712502,38.557499,39.48,148158800,0,AAPL
2019/1/3,35.994999,36.43,35.5,35.547501,365248800,0,AAPL
2019/1/4,36.1325,37.137501,35.950001,37.064999,234428400,0,AAPL
2019/1/7,37.174999,37.2075,36.474998,36.982498,219111200,0,AAPL
2019/1/8,37.389999,37.955002,37.130001,37.6875,164101200,0,AAPL
2019/1/9,37.822498,38.6325,37.407501,38.327499,180396400,0,AAPL
2019/1/10,38.125,38.4925,37.715,38.450001,143122800,0,AAPL
2019/1/11,38.220001,38.424999,37.877499,38.072498,108092800,0,AAPL
2019/1/14,37.712502,37.817501,37.305,37.5,129756800,0,AAPL
2019/1/15,37.567501,38.3475,37.512501,38.267502,114843600,0,AAPL
2019/1/16,38.27,38.970001,38.25,38.735001,122278800,0,AAPL
2019/1/17,38.549999,39.415001,38.314999,38.965,119284800,0,AAPL
2019/1/18,39.375,39.470001,38.994999,39.205002,135004000,0,AAPL
2019/1/22,39.102501,39.182499,38.154999,38.325001,121576000,0,AAPL
2019/1/23,38.537498,38.785,37.924999,38.48,92522400,0,AAPL
2019/1/24,38.5275,38.619999,37.935001,38.174999,101766000,0,AAPL
2019/1/25,38.869999,39.532501,38.580002,39.439999,134142000,0,AAPL
2019/1/28,38.947498,39.0825,38.415001,39.075001,104768400,0,AAPL
2019/1/29,39.0625,39.532501,38.5275,38.669998,166348800,0,AAPL
2019/1/30,40.8125,41.537498,40.057499,41.3125,244439200,0,AAPL
2019/1/31,41.5275,42.25,41.139999,41.610001,162958400,0,AAPL
2019/2/1,41.740002,42.244999,41.482498,41.630001,130672400,0,AAPL
2019/2/4,41.852501,42.915001,41.82,42.8125,125982000,0,AAPL
2019/2/5,43.215,43.77,43.087502,43.544998,144406400,0,AAPL
2019/2/6,43.662498,43.892502,43.212502,43.560001,112958400,0,AAPL
2019/2/7,43.099998,43.485001,42.584999,42.735001,126966800,0,AAPL
2019/2/8,42.247501,42.665001,42.105,42.602501,95280000,0,AAPL
2019/2/11,42.762501,42.802502,42.3125,42.357498,83973600,0,AAPL
2019/2/12,42.525002,42.75,42.424999,42.7225,89134000,0,AAPL
2019/2/13,42.8475,43.119999,42.48,42.544998,89960800,0,AAPL
2019/2/14,42.427502,42.814999,42.345001,42.700001,87342800,0,AAPL
2019/2/15,42.8125,42.924999,42.4375,42.605,98507200,0,AAPL
2019/2/19,42.427502,42.860001,42.372501,42.732498,75891200,0,AAPL
2019/2/20,42.797501,43.330002,42.747501,43.0075,104457600,0,AAPL
2019/2/21,42.950001,43.092499,42.575001,42.764999,68998800,0,AAPL
2019/2/22,42.895,43.25,42.845001,43.2425,75652800,0,AAPL
2019/2/25,43.540001,43.967499,43.487499,43.557499,87493600,0,AAPL
2019/2/26,43.427502,43.825001,43.2925,43.5825,68280800,0,AAPL
2019/2/27,43.302502,43.75,43.182499,43.717499,111341600,0,AAPL
2019/2/28,43.580002,43.727501,43.23,43.287498,112861600,0,AAPL
2019/3/1,43.57,43.787498,43.2225,43.7425,103544800,0,AAPL
2019/3/4,43.922501,44.4375,43.4925,43.962502,109744800,0,AAPL
2019/3/5,43.985001,44,43.634998,43.8825,78949600,0,AAPL
2019/3/6,43.6675,43.872501,43.485001,43.630001,83241600,0,AAPL
2019/3/7,43.467499,43.610001,43.005001,43.125,99185600,0,AAPL
2019/3/8,42.580002,43.267502,42.375,43.227501,95997600,0,AAPL
2019/3/11,43.872501,44.779999,43.837502,44.724998,128044000,0,AAPL
2019/3/12,45,45.6675,44.842499,45.227501,129870400,0,AAPL
2019/3/13,45.5625,45.825001,45.23,45.427502,124130000,0,AAPL
2019/3/14,45.974998,46.025002,45.639999,45.932499,94318000,0,AAPL
2019/3/15,46.212502,46.8325,45.935001,46.529999,156171600,0,AAPL
2019/3/18,46.450001,47.0975,46.447498,47.005001,104879200,0,AAPL
2019/3/19,47.087502,47.247501,46.48,46.6325,126585600,0,AAPL
2019/3/20,46.557499,47.372501,46.182499,47.040001,124140800,0,AAPL
2019/3/21,47.505001,49.0825,47.452499,48.772499,204136800,0,AAPL
2019/3/22,48.834999,49.422501,47.695,47.762501,169630800,0,AAPL
2019/3/25,47.877499,47.994999,46.650002,47.185001,175381200,0,AAPL
2019/3/26,47.915001,48.220001,46.145,46.697498,199202000,0,AAPL
2019/3/27,47.1875,47.439999,46.637501,47.1175,119393600,0,AAPL
2019/3/28,47.237499,47.389999,46.8825,47.18,83121600,0,AAPL
2019/3/29,47.4575,47.52,47.134998,47.487499,94256000,0,AAPL
2019/4/1,47.91,47.919998,47.095001,47.810001,111448000,0,AAPL
2019/4/2,47.772499,48.615002,47.762501,48.505001,91062800,0,AAPL
2019/4/3,48.3125,49.125,48.287498,48.837502,93087200,0,AAPL
2019/4/4,48.697498,49.092499,48.285,48.922501,76457200,0,AAPL
2019/4/5,49.112499,49.275002,48.982498,49.25,74106400,0,AAPL
2019/4/8,49.105,50.057499,49.084999,50.025002,103526800,0,AAPL
2019/4/9,50.080002,50.712502,49.807499,49.875,143072800,0,AAPL
2019/4/10,49.669998,50.185001,49.544998,50.154999,86781200,0,AAPL
2019/4/11,50.212502,50.25,49.610001,49.737499,83603200,0,AAPL
2019/4/12,49.799999,50.035,49.052502,49.717499,111042800,0,AAPL
2019/4/15,49.645,49.962502,49.502499,49.807499,70146400,0,AAPL
2019/4/16,49.865002,50.342499,49.639999,49.8125,102785600,0,AAPL
2019/4/17,49.884998,50.845001,49.6525,50.782501,115627200,0,AAPL
2019/4/18,50.779999,51.037498,50.630001,50.965,96783200,0,AAPL
2019/4/22,50.7075,51.235001,50.584999,51.1325,77758000,0,AAPL
2019/4/23,51.107498,51.9375,50.974998,51.869999,93292000,0,AAPL
2019/4/24,51.84,52.119999,51.762501,51.790001,70162400,0,AAPL
2019/4/25,51.7075,51.939999,51.279999,51.32,74172800,0,AAPL
2019/4/26,51.224998,51.25,50.529999,51.075001,74596400,0,AAPL
2019/4/29,51.099998,51.4925,50.965,51.1525,88818800,0,AAPL
2019/4/30,50.764999,50.849998,49.7775,50.1675,186139600,0,AAPL
2019/5/1,52.470001,53.827499,52.307499,52.630001,259309200,0,AAPL
2019/5/2,52.459999,53.162498,52.032501,52.287498,127985200,0,AAPL
2019/5/3,52.7225,52.959999,52.557499,52.9375,83569600,0,AAPL
2019/5/6,51.072498,52.209999,50.875,52.119999,129772400,0,AAPL
2019/5/7,51.470001,51.855,50.2075,50.715,155054800,0,AAPL
2019/5/8,50.474998,51.334999,50.4375,50.724998,105358000,0,AAPL
2019/5/9,50.099998,50.419998,49.165001,50.18,139634400,0,AAPL
2019/5/10,49.355,49.712502,48.192501,49.294998,164834800,0,AAPL
2019/5/13,46.927502,47.369999,45.712502,46.43,229722400,0,AAPL
2019/5/14,46.602501,47.424999,46.352501,47.165001,146118800,0,AAPL
2019/5/15,46.567501,47.9375,46.505001,47.73,106178800,0,AAPL
2019/5/16,47.477501,48.1175,47.209999,47.52,132125600,0,AAPL
2019/5/17,46.732498,47.724998,46.689999,47.25,131516400,0,AAPL
2019/5/20,45.880001,46.087502,45.07,45.772499,154449200,0,AAPL
2019/5/21,46.305,47,46.174999,46.650002,113459200,0,AAPL
2019/5/22,46.165001,46.427502,45.637501,45.695,118994400,0,AAPL
2019/5/23,44.950001,45.134998,44.452499,44.915001,146118800,0,AAPL
2019/5/24,45.049999,45.535,44.654999,44.7425,94858800,0,AAPL
2019/5/28,44.73,45.147499,44.477501,44.557499,111792800,0,AAPL
2019/5/29,44.105,44.837502,44,44.345001,113924800,0,AAPL
2019/5/30,44.487499,44.807499,44.1675,44.575001,84873600,0,AAPL
2019/5/31,44.057499,44.497501,43.747501,43.767502,108174400,0,AAPL
2019/6/3,43.900002,44.48,42.567501,43.325001,161584400,0,AAPL
2019/6/4,43.860001,44.9575,43.630001,44.91,123872000,0,AAPL
2019/6/5,46.07,46.247501,45.285,45.634998,119093600,0,AAPL
2019/6/6,45.77,46.3675,45.537498,46.305,90105200,0,AAPL
2019/6/7,46.627499,47.98,46.442501,47.537498,122737600,0,AAPL
2019/6/10,47.952499,48.842499,47.904999,48.145,104883600,0,AAPL
2019/6/11,48.715,49,48.400002,48.702499,107731600,0,AAPL
2019/6/12,48.487499,48.9925,48.3475,48.547501,73012800,0,AAPL
2019/6/13,48.674999,49.197498,48.400002,48.537498,86698400,0,AAPL
2019/6/14,47.887501,48.397499,47.575001,48.185001,75046000,0,AAPL
2019/6/17,48.224998,48.740002,48.0425,48.4725,58676400,0,AAPL
2019/6/18,49.012501,50.072498,48.802502,49.612499,106204000,0,AAPL
2019/6/19,49.919998,49.970001,49.327499,49.467499,84496800,0,AAPL
2019/6/20,50.092499,50.1525,49.5075,49.865002,86056000,0,AAPL
2019/6/21,49.700001,50.212502,49.537498,49.695,191202400,0,AAPL
2019/6/24,49.634998,50.040001,49.5425,49.645,72881600,0,AAPL
2019/6/25,49.607498,49.814999,48.822498,48.892502,84281200,0,AAPL
2019/6/26,49.442501,50.247501,49.337502,49.950001,104270000,0,AAPL
2019/6/27,50.072498,50.392502,49.892502,49.935001,83598800,0,AAPL
2019/6/28,49.669998,49.875,49.262501,49.48,124442400,0,AAPL
2019/7/1,50.7925,51.122501,50.162498,50.387501,109012000,0,AAPL
2019/7/2,50.352501,50.782501,50.34,50.682499,67740800,0,AAPL
2019/7/3,50.82,51.110001,50.672501,51.102501,45448000,0,AAPL
2019/7/5,50.837502,51.27,50.724998,51.057499,69062000,0,AAPL
2019/7/8,50.202499,50.349998,49.602501,50.005001,101354400,0,AAPL
2019/7/9,49.799999,50.377499,49.702499,50.310001,82312000,0,AAPL
2019/7/10,50.462502,50.932499,50.389999,50.807499,71588400,0,AAPL
2019/7/11,50.827499,51.0975,50.427502,50.4375,80767200,0,AAPL
2019/7/12,50.612499,51,50.549999,50.825001,70380800,0,AAPL
2019/7/15,51.022499,51.467499,51,51.302502,67789600,0,AAPL
2019/7/16,51.147499,51.5275,50.875,51.125,67467200,0,AAPL
2019/7/17,51.012501,51.272499,50.817501,50.837502,56430000,0,AAPL
2019/7/18,51,51.470001,50.924999,51.415001,74162400,0,AAPL
2019/7/19,51.447498,51.625,50.59,50.647499,83717200,0,AAPL
2019/7/22,50.912498,51.807499,50.9025,51.805,89111600,0,AAPL
2019/7/23,52.115002,52.227501,51.822498,52.209999,73420800,0,AAPL
2019/7/24,51.9175,52.287498,51.7925,52.1675,59966400,0,AAPL
2019/7/25,52.2225,52.310001,51.682499,51.755001,55638400,0,AAPL
2019/7/26,51.869999,52.432499,51.785,51.935001,70475600,0,AAPL
2019/7/29,52.115002,52.66,52.110001,52.419998,86693600,0,AAPL
2019/7/30,52.189999,52.540001,51.827499,52.195,135742800,0,AAPL
2019/7/31,54.105,55.342499,52.825001,53.259998,277125600,0,AAPL
2019/8/1,53.474998,54.5075,51.685001,52.107498,216071600,0,AAPL
2019/8/2,51.3825,51.607498,50.407501,51.005001,163448400,0,AAPL
2019/8/5,49.497501,49.662498,48.145,48.334999,209572000,0,AAPL
2019/8/6,49.077499,49.517502,48.509998,49.25,143299200,0,AAPL
2019/8/7,48.852501,49.889999,48.455002,49.759998,133457600,0,AAPL
2019/8/8,50.049999,50.8825,49.8475,50.857498,108038000,0,AAPL
2019/8/9,50.325001,50.689999,49.822498,50.247501,98478800,0,AAPL
2019/8/12,49.904999,50.512501,49.787498,50.119999,89927600,0,AAPL
2019/8/13,50.255001,53.035,50.119999,52.2425,188874000,0,AAPL
2019/8/14,50.790001,51.610001,50.647499,50.6875,146189600,0,AAPL
2019/8/15,50.865002,51.285,49.9175,50.435001,108909600,0,AAPL
2019/8/16,51.07,51.790001,50.959999,51.625,110481600,0,AAPL
2019/8/19,52.654999,53.182499,52.5075,52.587502,97654400,0,AAPL
2019/8/20,52.720001,53.337502,52.580002,52.59,107537200,0,AAPL
2019/8/21,53.247501,53.412498,52.900002,53.16,86141600,0,AAPL
2019/8/22,53.297501,53.610001,52.6875,53.115002,89014800,0,AAPL
